region;tik;uik;uik_url;uik_address;uik_voteroom_address;uik_geocoding_address;geocoding_kind;geocoding_precision;lat;lon;voters_include;weight;population
город Санкт-Петербург;ТИК № 22;Участковая избирательная комиссия №373;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784024259978;194017, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, проспект Тореза, дом 94, корпус 1, литера А, ГОУ СОШ №92;194017, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, проспект Тореза, дом 94, корпус 1, литера А, ГОУ СОШ №92;Россия, Санкт-Петербург, проспект Тореза, 94;house;exact;60.017522;30.334166999999997;2178.0;0.0061271682805106534;3021.0
город Санкт-Петербург;ТИК № 22;Участковая избирательная комиссия №374;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784024259980;194017, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, проспект Тореза, дом 94, корпус 1, литера А, ГОУ СОШ №92;194017, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, проспект Тореза, дом 94, корпус 1, литера А, ГОУ СОШ №92;Россия, Санкт-Петербург, проспект Тореза, 94;house;exact;60.017522;30.334166999999997;2525.0;0.0071033516566985306;3502.0
город Санкт-Петербург;ТИК № 22;Участковая избирательная комиссия №375;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784024259988;194214, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, улица Поклонногорская, дом 17/2, литера А, здание школы №102;194214, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, улица Поклонногорская, дом 17/2, литера А, здание школы №102;Россия, Санкт-Петербург, Поклонногорская улица, 17;house;exact;60.026981000000006;30.311546999999997;1748.0;0.00491748859243922;2425.0
город Санкт-Петербург;ТИК № 22;Участковая избирательная комиссия №376;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784024261837;194354, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, улица Сикейроса, дом 19, корпус 1, литера А, ГОУ СОШ №468;194354, Город Санкт-Петербург, Выборгский район, муниципальное образование муниципальный округ Светлановское, улица Сикейроса, дом 19, корпус 1, литера А, ГОУ СОШ №468;Россия, Санкт-Петербург, улица Сикейроса, 19к1;house;exact;60.034721999999995;30.337769;2449.0;0.006889547804853347;3397.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2055;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257510;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 34, корпус 3, ГБОУ СОШ №316;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 34, корпус 3, ГБОУ СОШ №316;Россия, Санкт-Петербург, Софийская улица, 34к3;house;exact;59.874214;30.408799;2000.0;0.006677484191056178;2706.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2056;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257522;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 34, корпус 3, ГБОУ СОШ №316;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 34, корпус 3, ГБОУ СОШ №316;Россия, Санкт-Петербург, Софийская улица, 34к3;house;exact;59.874214;30.408799;2241.0;0.007482121036078447;3033.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2057;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257539;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 34, корпус 3, ГБОУ СОШ №316;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 34, корпус 3, ГБОУ СОШ №316;Россия, Санкт-Петербург, Софийская улица, 34к3;house;exact;59.874214;30.408799;1872.0;0.0062501252028285825;2533.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2058;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257559;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 42, корпус 3, ГБОУ СОШ №295 (2 пл.);192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 42, корпус 3, ГБОУ СОШ №295 (2 пл.);Россия, Санкт-Петербург, Софийская улица, 42к3;house;exact;59.871224;30.413254;2420.0;0.008079755871177974;3275.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2059;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257575;192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 42, корпус 3, ГБОУ СОШ №295 (2 пл.);192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 42, корпус 3, ГБОУ СОШ №295 (2 пл.);Россия, Санкт-Петербург, Софийская улица, 42к3;house;exact;59.871224;30.413254;2366.0;0.007899463798019458;3202.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2060;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016258129;"192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Южное шоссе, дом 54, литера А, СПб ЧОУ СОШ ""Эпиграф""";"192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Южное шоссе, дом 54, литера А, СПб ЧОУ СОШ ""Эпиграф""""";Россия, Санкт-Петербург, Южное шоссе, 54;house;exact;59.863915000000006;30.414943;1751.0;0.005846137409269684;2369.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2061;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257593;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 29, корпус 2, ГБОУ СОШ №303 (1-я пл.);192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 29, корпус 2, ГБОУ СОШ №303 (1-я пл.);Россия, Санкт-Петербург, улица Турку, 29к2;house;exact;59.865027000000005;30.407235999999997;1761.0;0.005879524830224965;2383.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2062;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257601;"192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 39, корпус 1, ПМК ""Атмосфера""";"192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 39, корпус 1, ПМК ""Атмосфера""";Россия, Санкт-Петербург, Софийская улица, 39к1;house;exact;59.873202;30.401936;2040.0;0.006811033874877301;2761.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2063;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257618;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 36, литера А, ГБОУ СОШ №303 (2-я пл.);192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 36, литера А, ГБОУ СОШ №303 (2-я пл.);Россия, Санкт-Петербург, Пражская улица, 36;house;exact;59.869928;30.397794;1974.0;0.0065906768965724475;2671.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2064;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257640;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 36, литера А, ГБОУ СОШ №303 (2-я пл.);192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 36, литера А, ГБОУ СОШ №303 (2-я пл.);Россия, Санкт-Петербург, Пражская улица, 36;house;exact;59.869928;30.397794;2174.0;0.007258425315678065;2942.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2065;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257651;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 36, литера А, ГБОУ СОШ №303 (2-я пл.);192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 36, литера А, ГБОУ СОШ №303 (2-я пл.);Россия, Санкт-Петербург, Пражская улица, 36;house;exact;59.869928;30.397794;2341.0;0.007815995245631256;3168.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2066;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257661;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 30, ГБОУ гимназия №227;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 30, ГБОУ гимназия №227;Россия, Санкт-Петербург, улица Турку, 30;house;exact;59.867489;30.406733000000003;2008.0;0.006704194127820402;2717.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2067;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257670;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 30, ГБОУ гимназия №227;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 30, ГБОУ гимназия №227;Россия, Санкт-Петербург, улица Турку, 30;house;exact;59.867489;30.406733000000003;2371.0;0.007916157508497099;3208.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2068;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016258142;"192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 33, корпус 1, СПб ГБУ СШ ""Лидер""";"192236, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Софийская улица, дом 33, корпус 1, СПб ГБУ СШ ""Лидер""";Россия, Санкт-Петербург, Софийская улица, 33к1;house;exact;59.875524;30.399303999999997;1966.0;0.0065639669598082226;2660.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2069;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257685;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 30, корпус 1, ГБОУ СОШ №296;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 30, корпус 1, ГБОУ СОШ №296;Россия, Санкт-Петербург, Пражская улица, 30к1;house;exact;59.872218000000004;30.394399;2001.0;0.0066808229331517055;2708.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2070;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257697;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 30, корпус 1, ГБОУ СОШ №296;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 30, корпус 1, ГБОУ СОШ №296;Россия, Санкт-Петербург, Пражская улица, 30к1;house;exact;59.872218000000004;30.394399;1595.0;0.005325293642367302;2158.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2071;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257704;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 25, ГБОУ СОШ №230;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 25, ГБОУ СОШ №230;Россия, Санкт-Петербург, Пражская улица, 25;house;exact;59.870822;30.390419;1673.0;0.005585715525818493;2264.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2072;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016258152;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 25, ГБОУ СОШ №230;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, Пражская улица, дом 25, ГБОУ СОШ №230;Россия, Санкт-Петербург, Пражская улица, 25;house;exact;59.870822;30.390419;1827.0;0.006099881808529818;2472.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2073;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016258164;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 16, Школа-интернат №37;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 16, Школа-интернат №37;Россия, Санкт-Петербург, улица Турку, 16;house;exact;59.868722;30.392773;1990.0;0.006644096770100897;2693.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2074;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257713;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 16, Школа-интернат №37;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 16, Школа-интернат №37;Россия, Санкт-Петербург, улица Турку, 16;house;exact;59.868722;30.392773;1681.0;0.005612425462582718;2275.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2075;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016258174;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 29, корпус 2, ГБОУ СОШ №303 (1-я пл.);192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 29, корпус 2, ГБОУ СОШ №303 (1-я пл.);Россия, Санкт-Петербург, улица Турку, 29к2;house;exact;59.865027000000005;30.407235999999997;1553.0;0.005185066474355122;2102.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2076;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016258184;192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 29, корпус 2, ГБОУ СОШ №303 (1-я пл.);192241, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 29, корпус 2, ГБОУ СОШ №303 (1-я пл.);Россия, Санкт-Петербург, улица Турку, 29к2;house;exact;59.865027000000005;30.407235999999997;1536.0;0.005128307858731145;2079.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2077;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257725;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 21, корпус 2, ГБОУ СОШ №201;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 21, корпус 2, ГБОУ СОШ №201;Россия, Санкт-Петербург, улица Турку, 21к2;house;exact;59.864738;30.394973999999998;2464.0;0.00822666052338121;3334.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2078;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257739;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 21, корпус 2, ГБОУ СОШ №201;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, улица Турку, дом 21, корпус 2, ГБОУ СОШ №201;Россия, Санкт-Петербург, улица Турку, 21к2;house;exact;59.864738;30.394973999999998;2533.0;0.008457033727972648;3428.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2079;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257756;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, проспект Славы, дом 40, корпус 5, ГБОУ гимназия №295 (1-я пл.);192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, проспект Славы, дом 40, корпус 5, ГБОУ гимназия №295 (1-я пл.);Россия, Санкт-Петербург, проспект Славы, 40к5;house;exact;59.862303000000004;30.397651;2599.0;0.008677390706277504;3517.0
город Санкт-Петербург;ТИК № 23;Участковая избирательная комиссия №2080;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784016257767;192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, проспект Славы, дом 40, корпус 5, ГБОУ гимназия №295 (1-я пл.);192238, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №72, проспект Славы, дом 40, корпус 5, ГБОУ гимназия №295 (1-я пл.);Россия, Санкт-Петербург, проспект Славы, 40к5;house;exact;59.862303000000004;30.397651;2659.0;0.008877715232009187;3598.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1545;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249694;192019, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Хрустальная улица, дом 12, Школа №330;192019, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Хрустальная улица, дом 12, Школа №330;Россия, Санкт-Петербург, Хрустальная улица, 12;house;exact;59.911651;30.402671999999995;2087.0;0.00534864887029975;2707.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1546;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249698;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Елизарова проспект, дом 7, Школа №329;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Елизарова проспект, дом 7, Школа №329;Россия, Санкт-Петербург, проспект Елизарова, 7;house;exact;59.897375;30.425481;2056.0;0.005269200803706893;2667.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1547;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249699;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Елизарова проспект, дом 7, Школа №329;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Елизарова проспект, дом 7, Школа №329;Россия, Санкт-Петербург, проспект Елизарова, 7;house;exact;59.897375;30.425481;1894.0;0.00485402058473777;2457.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1548;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249700;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 15, Спортивная школа;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 15, Спортивная школа;Россия, Санкт-Петербург, улица Ольги Берггольц, 15;house;exact;59.894923999999996;30.423603000000004;1644.0;0.004213310370279247;2133.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1549;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249704;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 15, Спортивная школа;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 15, Спортивная школа;Россия, Санкт-Петербург, улица Ольги Берггольц, 15;house;exact;59.894923999999996;30.423603000000004;1522.0;0.003900643785623488;1975.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1550;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249708;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Большой Смоленский проспект, дом 36, Морской колледж;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Большой Смоленский проспект, дом 36, Морской колледж;Россия, Санкт-Петербург, Большой Смоленский проспект, 36;house;exact;59.895163000000004;30.409401000000003;1400.0;0.0035879772009677286;1816.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1551;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249712;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Большой Смоленский проспект, дом 36, Морской колледж;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Большой Смоленский проспект, дом 36, Морской колледж;Россия, Санкт-Петербург, Большой Смоленский проспект, 36;house;exact;59.895163000000004;30.409401000000003;1830.0;0.004689998769836388;2374.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1552;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249713;192148, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 27, Школа №340;192148, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 27, Школа №340;Россия, Санкт-Петербург, улица Ольги Берггольц, 27;house;exact;59.891307999999995;30.413183;1682.0;0.004310698322876943;2182.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1553;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249717;192148, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 27, Школа №340;192148, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 27, Школа №340;Россия, Санкт-Петербург, улица Ольги Берггольц, 27;house;exact;59.891307999999995;30.413183;1883.0;0.004825829335301595;2443.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1554;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249721;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, Школа №327;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, Школа №327;Россия, Санкт-Петербург, улица Ткачей, 9;house;exact;59.893421;30.426559;2020.0;0.005176938532824866;2621.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1555;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249725;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, Школа №327;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, Школа №327;Россия, Санкт-Петербург, улица Ткачей, 9;house;exact;59.893421;30.426559;2081.0;0.005333271825152745;2700.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1556;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249729;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, Школа №327;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, Школа №327;Россия, Санкт-Петербург, улица Ткачей, 9;house;exact;59.893421;30.426559;2007.0;0.005143621601673022;2604.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1557;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249733;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 56, Санкт-Петербургский техникум железнодорожного транспорта;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 56, Санкт-Петербургский техникум железнодорожного транспорта;Россия, Санкт-Петербург, улица Седова, 56;house;exact;59.885666;30.423882;2193.0;0.005620310001230163;2845.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1558;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249737;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 56, Санкт-Петербургский техникум железнодорожного транспорта;192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 56, Санкт-Петербургский техникум железнодорожного транспорта;Россия, Санкт-Петербург, улица Седова, 56;house;exact;59.885666;30.423882;1968.0;0.005043670808217493;2553.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1559;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249738;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 66, Школа №336;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 66, Школа №336;Россия, Санкт-Петербург, улица Седова, 66;house;exact;59.879557;30.429747999999996;1793.0;0.004595173658096527;2326.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1560;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249742;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 66, Школа №336;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 66, Школа №336;Россия, Санкт-Петербург, улица Седова, 66;house;exact;59.879557;30.429747999999996;1774.0;0.004546479681797679;2301.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1561;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249746;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 65, Школа №331;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 65, Школа №331;Россия, Санкт-Петербург, улица Бабушкина, 65;house;exact;59.878748;30.439252000000003;1826.0;0.004679747406405052;2369.0
город Санкт-Петербург;ТИК № 24;Участковая избирательная комиссия №1562;http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg/?action=ik&vrn=4784022249747;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 65, Школа №331;192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 65, Школа №331;Россия, Санкт-Петербург, улица Бабушкина, 65;house;exact;59.878748;30.439252000000003;1591.0;0.00407747980481404;2064.0
